raw_texts,raw_aspect_terms,bert_tokens,aspect_masks,implicits,labels,source
our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,dish,"[101, 2256, 3530, 5440, 2003, 1996, 26914, 15937, 2666, 2618, 2007, 24165, 1998, 7975, 1006, 2788, 1996, 15610, 2015, 2024, 2785, 2438, 2000, 3975, 1996, 9841, 1999, 2431, 2061, 2017, 2131, 2000, 7099, 2119, 6240, 2015, 1007, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,2,restaurants
"the bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.",Bagels,"[101, 1996, 4524, 9050, 2031, 2019, 5151, 5510, 2007, 1037, 27547, 14902, 1010, 2119, 21271, 2100, 2664, 2025, 16031, 8029, 1012, 102]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
nevertheless the food itself is pretty good.,food,"[101, 6600, 1996, 2833, 2993, 2003, 3492, 2204, 1012, 102]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"they did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",toast,"[101, 2027, 2106, 2025, 2031, 14415, 9516, 5562, 1010, 9471, 2256, 15174, 1010, 2187, 2041, 12760, 1006, 29464, 8808, 1999, 2019, 18168, 12260, 2102, 1007, 1010, 2917, 2980, 7715, 1998, 1996, 11611, 2001, 2061, 2058, 12984, 2009, 13675, 26607, 2094, 2006, 1996, 5127, 2043, 2017, 5028, 2009, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,1,restaurants
"they did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",mayonnaise,"[101, 2027, 2106, 2025, 2031, 14415, 9516, 5562, 1010, 9471, 2256, 15174, 1010, 2187, 2041, 12760, 1006, 29464, 8808, 1999, 2019, 18168, 12260, 2102, 1007, 1010, 2917, 2980, 7715, 1998, 1996, 11611, 2001, 2061, 2058, 12984, 2009, 13675, 26607, 2094, 2006, 1996, 5127, 2043, 2017, 5028, 2009, 1012, 102]","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,1,restaurants
"they did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",bacon,"[101, 2027, 2106, 2025, 2031, 14415, 9516, 5562, 1010, 9471, 2256, 15174, 1010, 2187, 2041, 12760, 1006, 29464, 8808, 1999, 2019, 18168, 12260, 2102, 1007, 1010, 2917, 2980, 7715, 1998, 1996, 11611, 2001, 2061, 2058, 12984, 2009, 13675, 26607, 2094, 2006, 1996, 5127, 2043, 2017, 5028, 2009, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,1,restaurants
"they did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",cheese,"[101, 2027, 2106, 2025, 2031, 14415, 9516, 5562, 1010, 9471, 2256, 15174, 1010, 2187, 2041, 12760, 1006, 29464, 8808, 1999, 2019, 18168, 12260, 2102, 1007, 1010, 2917, 2980, 7715, 1998, 1996, 11611, 2001, 2061, 2058, 12984, 2009, 13675, 26607, 2094, 2006, 1996, 5127, 2043, 2017, 5028, 2009, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,2,restaurants
"they did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",ingredients,"[101, 2027, 2106, 2025, 2031, 14415, 9516, 5562, 1010, 9471, 2256, 15174, 1010, 2187, 2041, 12760, 1006, 29464, 8808, 1999, 2019, 18168, 12260, 2102, 1007, 1010, 2917, 2980, 7715, 1998, 1996, 11611, 2001, 2061, 2058, 12984, 2009, 13675, 26607, 2094, 2006, 1996, 5127, 2043, 2017, 5028, 2009, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,1,restaurants
"they did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",plate,"[101, 2027, 2106, 2025, 2031, 14415, 9516, 5562, 1010, 9471, 2256, 15174, 1010, 2187, 2041, 12760, 1006, 29464, 8808, 1999, 2019, 18168, 12260, 2102, 1007, 1010, 2917, 2980, 7715, 1998, 1996, 11611, 2001, 2061, 2058, 12984, 2009, 13675, 26607, 2094, 2006, 1996, 5127, 2043, 2017, 5028, 2009, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",False,2,restaurants
"they did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",omelet,"[101, 2027, 2106, 2025, 2031, 14415, 9516, 5562, 1010, 9471, 2256, 15174, 1010, 2187, 2041, 12760, 1006, 29464, 8808, 1999, 2019, 18168, 12260, 2102, 1007, 1010, 2917, 2980, 7715, 1998, 1996, 11611, 2001, 2061, 2058, 12984, 2009, 13675, 26607, 2094, 2006, 1996, 5127, 2043, 2017, 5028, 2009, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,2,restaurants
"it took half an hour to get our check, which was perfect since we could sit, have drinks and talk!",drinks,"[101, 2009, 2165, 2431, 2019, 3178, 2000, 2131, 2256, 4638, 1010, 2029, 2001, 3819, 2144, 2057, 2071, 4133, 1010, 2031, 8974, 1998, 2831, 999, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",True,2,restaurants
"it took half an hour to get our check, which was perfect since we could sit, have drinks and talk!",check,"[101, 2009, 2165, 2431, 2019, 3178, 2000, 2131, 2256, 4638, 1010, 2029, 2001, 3819, 2144, 2057, 2071, 4133, 1010, 2031, 8974, 1998, 2831, 999, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,2,restaurants
the design and atmosphere is just as good.,design,"[101, 1996, 2640, 1998, 7224, 2003, 2074, 2004, 2204, 1012, 102]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
the design and atmosphere is just as good.,atmosphere,"[101, 1996, 2640, 1998, 7224, 2003, 2074, 2004, 2204, 1012, 102]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",False,0,restaurants
he has visited thailand and is quite expert on the cuisine.,cuisine,"[101, 2002, 2038, 4716, 6504, 1998, 2003, 3243, 6739, 2006, 1996, 12846, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",True,0,restaurants
the pizza is the best if you like thin crusted pizza.,pizza,"[101, 1996, 10733, 2003, 1996, 2190, 2065, 2017, 2066, 4857, 19116, 2098, 10733, 1012, 102]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
the pizza is the best if you like thin crusted pizza.,thin crusted pizza,"[101, 1996, 10733, 2003, 1996, 2190, 2065, 2017, 2066, 4857, 19116, 2098, 10733, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",True,2,restaurants
"all the money went into the interior decoration, none of it went to the chefs.",interior decoration,"[101, 2035, 1996, 2769, 2253, 2046, 1996, 4592, 11446, 1010, 3904, 1997, 2009, 2253, 2000, 1996, 27828, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,0,restaurants
"all the money went into the interior decoration, none of it went to the chefs.",chefs,"[101, 2035, 1996, 2769, 2253, 2046, 1996, 4592, 11446, 1010, 3904, 1997, 2009, 2253, 2000, 1996, 27828, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",True,1,restaurants
the seats are uncomfortable if you are sitting against the wall on wooden benches.,seats,"[101, 1996, 4272, 2024, 8796, 2065, 2017, 2024, 3564, 2114, 1996, 2813, 2006, 4799, 19571, 1012, 102]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,1,restaurants
"i asked for seltzer with lime, no ice.",seltzer with lime,"[101, 1045, 2356, 2005, 7367, 7096, 6290, 2007, 14123, 1010, 2053, 3256, 1012, 102]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",True,2,restaurants
"don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.",pickles,"[101, 2123, 1005, 1056, 2175, 2894, 1011, 1011, 1011, 2130, 2048, 2111, 3475, 1005, 1056, 2438, 2005, 1996, 2878, 3325, 1010, 2007, 4060, 4244, 1998, 1037, 4989, 1997, 6240, 2015, 1998, 23621, 2015, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,0,restaurants
"don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.",selection of meats and seafoods,"[101, 2123, 1005, 1056, 2175, 2894, 1011, 1011, 1011, 2130, 2048, 2111, 3475, 1005, 1056, 2438, 2005, 1996, 2878, 3325, 1010, 2007, 4060, 4244, 1998, 1037, 4989, 1997, 6240, 2015, 1998, 23621, 2015, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0]",True,0,restaurants
my suggestion is to eat family style because you'll want to try the other dishes.,dishes,"[101, 2026, 10293, 2003, 2000, 4521, 2155, 2806, 2138, 2017, 1005, 2222, 2215, 2000, 3046, 1996, 2060, 10447, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",True,2,restaurants
my suggestion is to eat family style because you'll want to try the other dishes.,eat family style,"[101, 2026, 10293, 2003, 2000, 4521, 2155, 2806, 2138, 2017, 1005, 2222, 2215, 2000, 3046, 1996, 2060, 10447, 1012, 102]","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"best of all is the warm vibe, the owner is super friendly and service is fast.",vibe,"[101, 2190, 1997, 2035, 2003, 1996, 4010, 21209, 1010, 1996, 3954, 2003, 3565, 5379, 1998, 2326, 2003, 3435, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"best of all is the warm vibe, the owner is super friendly and service is fast.",owner,"[101, 2190, 1997, 2035, 2003, 1996, 4010, 21209, 1010, 1996, 3954, 2003, 3565, 5379, 1998, 2326, 2003, 3435, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"best of all is the warm vibe, the owner is super friendly and service is fast.",service,"[101, 2190, 1997, 2035, 2003, 1996, 4010, 21209, 1010, 1996, 3954, 2003, 3565, 5379, 1998, 2326, 2003, 3435, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",False,0,restaurants
faan's got a great concept but a little rough on the delivery.,delivery,"[101, 17032, 2078, 1005, 1055, 2288, 1037, 2307, 4145, 2021, 1037, 2210, 5931, 2006, 1996, 6959, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",False,1,restaurants
"from the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",food,"[101, 2013, 1996, 9788, 2833, 1010, 2000, 1996, 4010, 7224, 1010, 2000, 1996, 5379, 2326, 1010, 2023, 5116, 5101, 3962, 2987, 1005, 1056, 3335, 1037, 3786, 1012, 102]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"from the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",atmosphere,"[101, 2013, 1996, 9788, 2833, 1010, 2000, 1996, 4010, 7224, 1010, 2000, 1996, 5379, 2326, 1010, 2023, 5116, 5101, 3962, 2987, 1005, 1056, 3335, 1037, 3786, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"from the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",service,"[101, 2013, 1996, 9788, 2833, 1010, 2000, 1996, 4010, 7224, 1010, 2000, 1996, 5379, 2326, 1010, 2023, 5116, 5101, 3962, 2987, 1005, 1056, 3335, 1037, 3786, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"great food at reasonable prices, makes for an evening that can't be beat!",food,"[101, 2307, 2833, 2012, 9608, 7597, 1010, 3084, 2005, 2019, 3944, 2008, 2064, 1005, 1056, 2022, 3786, 999, 102]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"great food at reasonable prices, makes for an evening that can't be beat!",prices,"[101, 2307, 2833, 2012, 9608, 7597, 1010, 3084, 2005, 2019, 3944, 2008, 2064, 1005, 1056, 2022, 3786, 999, 102]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
this little place has a cute interior decor and affordable city prices.,interior decor,"[101, 2023, 2210, 2173, 2038, 1037, 10140, 4592, 25545, 1998, 15184, 2103, 7597, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",False,0,restaurants
this little place has a cute interior decor and affordable city prices.,prices,"[101, 2023, 2210, 2173, 2038, 1037, 10140, 4592, 25545, 1998, 15184, 2103, 7597, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",False,0,restaurants
two words: free wine.,wine,"[101, 2048, 2616, 1024, 2489, 4511, 1012, 102]","[0, 0, 0, 0, 0, 1, 0, 0]",False,0,restaurants
the price is reasonable although the service is poor.,price,"[101, 1996, 3976, 2003, 9608, 2348, 1996, 2326, 2003, 3532, 1012, 102]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
the price is reasonable although the service is poor.,service,"[101, 1996, 3976, 2003, 9608, 2348, 1996, 2326, 2003, 3532, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",False,1,restaurants
"the quantity is also very good, you will come out satisfied.",quantity,"[101, 1996, 11712, 2003, 2036, 2200, 2204, 1010, 2017, 2097, 2272, 2041, 8510, 1012, 102]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"i stumbled upon this second floor walk-up two fridays ago when i was with two friends in town from l.a. being serious sushi lovers, we sat at the sushi bar to be closer to the action.",sushi,"[101, 1045, 9845, 2588, 2023, 2117, 2723, 3328, 1011, 2039, 2048, 26587, 3283, 2043, 1045, 2001, 2007, 2048, 2814, 1999, 2237, 2013, 1048, 1012, 1037, 1012, 2108, 3809, 10514, 6182, 10205, 1010, 2057, 2938, 2012, 1996, 10514, 6182, 3347, 2000, 2022, 3553, 2000, 1996, 2895, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,2,restaurants
"i stumbled upon this second floor walk-up two fridays ago when i was with two friends in town from l.a. being serious sushi lovers, we sat at the sushi bar to be closer to the action.",sushi bar,"[101, 1045, 9845, 2588, 2023, 2117, 2723, 3328, 1011, 2039, 2048, 26587, 3283, 2043, 1045, 2001, 2007, 2048, 2814, 1999, 2237, 2013, 1048, 1012, 1037, 1012, 2108, 3809, 10514, 6182, 10205, 1010, 2057, 2938, 2012, 1996, 10514, 6182, 3347, 2000, 2022, 3553, 2000, 1996, 2895, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",True,2,restaurants
the fried rice is amazing here.,fried rice,"[101, 1996, 13017, 5785, 2003, 6429, 2182, 1012, 102]","[0, 0, 1, 1, 0, 0, 0, 0, 0]",False,0,restaurants
"three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",mussels,"[101, 2093, 5352, 1011, 9804, 2421, 6581, 14163, 21218, 2015, 1010, 23893, 27060, 13555, 8808, 1998, 16521, 2007, 1037, 12090, 11225, 1010, 1998, 1037, 6865, 2121, 21475, 8740, 13433, 12848, 2890, 2008, 2003, 2041, 1997, 2023, 2088, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",puff pastry goat cheese,"[101, 2093, 5352, 1011, 9804, 2421, 6581, 14163, 21218, 2015, 1010, 23893, 27060, 13555, 8808, 1998, 16521, 2007, 1037, 12090, 11225, 1010, 1998, 1037, 6865, 2121, 21475, 8740, 13433, 12848, 2890, 2008, 2003, 2041, 1997, 2023, 2088, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",salad with a delicious dressing,"[101, 2093, 5352, 1011, 9804, 2421, 6581, 14163, 21218, 2015, 1010, 23893, 27060, 13555, 8808, 1998, 16521, 2007, 1037, 12090, 11225, 1010, 1998, 1037, 6865, 2121, 21475, 8740, 13433, 12848, 2890, 2008, 2003, 2041, 1997, 2023, 2088, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
"three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",hanger steak au poivre,"[101, 2093, 5352, 1011, 9804, 2421, 6581, 14163, 21218, 2015, 1010, 23893, 27060, 13555, 8808, 1998, 16521, 2007, 1037, 12090, 11225, 1010, 1998, 1037, 6865, 2121, 21475, 8740, 13433, 12848, 2890, 2008, 2003, 2041, 1997, 2023, 2088, 1012, 102]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,restaurants
