sentence,target,label,implicit,pred,reasoning
try the rose roll (not on menu).,menu,2,1,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""try the rose roll (not on menu)."", \n    which specific aspect of menu is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Availability, price, or uniqueness.', 'user: \n    Given the sentence ""try the rose roll (not on menu)."", , and the mentioned aspect is about Availability, price, or uniqueness..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of menu, and why? \n    Answer without explanation.\n    ', 'assistant: Positive. The reason is that ""try"" implies a recommendation.', 'user:  \n    Given the sentence ""try the rose roll (not on menu)."", , and the mentioned aspect is about Availability, price, or uniqueness.., and the opinion towards the mentioned aspect of menu is: Positive. The reason is that ""try"" implies a recommendation..\n    Based on such opinion, what is the sentiment polarity towards menu? \n    Answer without explanation.\n    ', 'assistant: Positive.', 'user:  \n    Given the sentence ""try the rose roll (not on menu)."", , and the mentioned aspect is about Availability, price, or uniqueness.., and the opinion towards the mentioned aspect of menu is: Positive. The reason is that ""try"" implies a recommendation..\n    The sentiment polarity is Positive..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive.']"
"i love the drinks, esp lychee martini, and the food is also very good.",drinks,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""i love the drinks, esp lychee martini, and the food is also very good."", \n    which specific aspect of drinks is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Quality/Taste', 'user: \n    Given the sentence ""i love the drinks, esp lychee martini, and the food is also very good."", , and the mentioned aspect is about Quality/Taste.\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of drinks, and why? \n    Answer without explanation.\n    ', 'assistant: Positive\nBecause ""love"" implies a strong positive sentiment.', 'user:  \n    Given the sentence ""i love the drinks, esp lychee martini, and the food is also very good."", , and the mentioned aspect is about Quality/Taste., and the opinion towards the mentioned aspect of drinks is: Positive Because ""love"" implies a strong positive sentiment..\n    Based on such opinion, what is the sentiment polarity towards drinks? \n    Answer without explanation.\n    ', 'assistant: Positive', 'user:  \n    Given the sentence ""i love the drinks, esp lychee martini, and the food is also very good."", , and the mentioned aspect is about Quality/Taste., and the opinion towards the mentioned aspect of drinks is: Positive Because ""love"" implies a strong positive sentiment..\n    The sentiment polarity is Positive.\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive']"
"i love the drinks, esp lychee martini, and the food is also very good.",lychee martini,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""i love the drinks, esp lychee martini, and the food is also very good."", \n    which specific aspect of lychee martini is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Taste', 'user: \n    Given the sentence ""i love the drinks, esp lychee martini, and the food is also very good."", , and the mentioned aspect is about Taste.\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of lychee martini, and why? \n    Answer without explanation.\n    ', 'assistant: Positive\nBecause ""i love"" implies a strong affection or liking for the taste.', 'user:  \n    Given the sentence ""i love the drinks, esp lychee martini, and the food is also very good."", , and the mentioned aspect is about Taste., and the opinion towards the mentioned aspect of lychee martini is: Positive Because ""i love"" implies a strong affection or liking for the taste..\n    Based on such opinion, what is the sentiment polarity towards lychee martini? \n    Answer without explanation.\n    ', 'assistant: Positive', 'user:  \n    Given the sentence ""i love the drinks, esp lychee martini, and the food is also very good."", , and the mentioned aspect is about Taste., and the opinion towards the mentioned aspect of lychee martini is: Positive Because ""i love"" implies a strong affection or liking for the taste..\n    The sentiment polarity is Positive.\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive']"
"i love the drinks, esp lychee martini, and the food is also very good.",food,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""i love the drinks, esp lychee martini, and the food is also very good."", \n    which specific aspect of food is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Quality/Taste.', 'user: \n    Given the sentence ""i love the drinks, esp lychee martini, and the food is also very good."", , and the mentioned aspect is about Quality/Taste..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of food, and why? \n    Answer without explanation.\n    ', 'assistant: Positive. The sentence explicitly states that the food is ""very good"", indicating a positive sentiment.', 'user:  \n    Given the sentence ""i love the drinks, esp lychee martini, and the food is also very good."", , and the mentioned aspect is about Quality/Taste.., and the opinion towards the mentioned aspect of food is: Positive. The sentence explicitly states that the food is ""very good"", indicating a positive sentiment..\n    Based on such opinion, what is the sentiment polarity towards food? \n    Answer without explanation.\n    ', 'assistant: Positive.', 'user:  \n    Given the sentence ""i love the drinks, esp lychee martini, and the food is also very good."", , and the mentioned aspect is about Quality/Taste.., and the opinion towards the mentioned aspect of food is: Positive. The sentence explicitly states that the food is ""very good"", indicating a positive sentiment..\n    The sentiment polarity is Positive..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive.']"
"in fact, this was not a nicoise salad and was barely eatable.",Nicoise salad,1,1,1,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""in fact, this was not a nicoise salad and was barely eatable."", \n    which specific aspect of Nicoise salad is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Taste.', 'user: \n    Given the sentence ""in fact, this was not a nicoise salad and was barely eatable."", , and the mentioned aspect is about Taste..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of Nicoise salad, and why? \n    Answer without explanation.\n    ', 'assistant: Bad. Because ""barely eatable"" implies a strong negative experience.', 'user:  \n    Given the sentence ""in fact, this was not a nicoise salad and was barely eatable."", , and the mentioned aspect is about Taste.., and the opinion towards the mentioned aspect of Nicoise salad is: Bad. Because ""barely eatable"" implies a strong negative experience..\n    Based on such opinion, what is the sentiment polarity towards Nicoise salad? \n    Answer without explanation.\n    ', 'assistant: Negative.', 'user:  \n    Given the sentence ""in fact, this was not a nicoise salad and was barely eatable."", , and the mentioned aspect is about Taste.., and the opinion towards the mentioned aspect of Nicoise salad is: Bad. Because ""barely eatable"" implies a strong negative experience..\n    The sentiment polarity is Negative..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: negative']"
"while there's a decent menu, it shouldn't take ten minutes to get your drinks and 45 for a dessert pizza.",menu,0,0,2,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""while there\'s a decent menu, it shouldn\'t take ten minutes to get your drinks and 45 for a dessert pizza."", \n    which specific aspect of menu is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Quality of food/drink items (specifically, speed of service)', 'user: \n    Given the sentence ""while there\'s a decent menu, it shouldn\'t take ten minutes to get your drinks and 45 for a dessert pizza."", , and the mentioned aspect is about Quality of food/drink items (specifically, speed of service).\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of menu, and why? \n    Answer without explanation.\n    ', 'assistant: Negative\n(because the person thinks it ""shouldn\'t"" take that long)', 'user:  \n    Given the sentence ""while there\'s a decent menu, it shouldn\'t take ten minutes to get your drinks and 45 for a dessert pizza."", , and the mentioned aspect is about Quality of food/drink items (specifically, speed of service)., and the opinion towards the mentioned aspect of menu is: Negative (because the person thinks it ""shouldn\'t"" take that long).\n    Based on such opinion, what is the sentiment polarity towards menu? \n    Answer without explanation.\n    ', 'assistant: Neutral/Mixed', 'user:  \n    Given the sentence ""while there\'s a decent menu, it shouldn\'t take ten minutes to get your drinks and 45 for a dessert pizza."", , and the mentioned aspect is about Quality of food/drink items (specifically, speed of service)., and the opinion towards the mentioned aspect of menu is: Negative (because the person thinks it ""shouldn\'t"" take that long).\n    The sentiment polarity is Neutral/Mixed.\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Neutral']"
"while there's a decent menu, it shouldn't take ten minutes to get your drinks and 45 for a dessert pizza.",drinks,2,1,1,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""while there\'s a decent menu, it shouldn\'t take ten minutes to get your drinks and 45 for a dessert pizza."", \n    which specific aspect of drinks is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Preparation time.', 'user: \n    Given the sentence ""while there\'s a decent menu, it shouldn\'t take ten minutes to get your drinks and 45 for a dessert pizza."", , and the mentioned aspect is about Preparation time..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of drinks, and why? \n    Answer without explanation.\n    ', 'assistant: The implicit opinion is negative. The reason is that ""it shouldn\'t"" is used in the sentence, implying that something unreasonable or unacceptable has occurred (i.e., it did take ten minutes).', 'user:  \n    Given the sentence ""while there\'s a decent menu, it shouldn\'t take ten minutes to get your drinks and 45 for a dessert pizza."", , and the mentioned aspect is about Preparation time.., and the opinion towards the mentioned aspect of drinks is: The implicit opinion is negative. The reason is that ""it shouldn\'t"" is used in the sentence, implying that something unreasonable or unacceptable has occurred (i.e., it did take ten minutes)..\n    Based on such opinion, what is the sentiment polarity towards drinks? \n    Answer without explanation.\n    ', 'assistant: Negative.', 'user:  \n    Given the sentence ""while there\'s a decent menu, it shouldn\'t take ten minutes to get your drinks and 45 for a dessert pizza."", , and the mentioned aspect is about Preparation time.., and the opinion towards the mentioned aspect of drinks is: The implicit opinion is negative. The reason is that ""it shouldn\'t"" is used in the sentence, implying that something unreasonable or unacceptable has occurred (i.e., it did take ten minutes)..\n    The sentiment polarity is Negative..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: negative']"
"while there's a decent menu, it shouldn't take ten minutes to get your drinks and 45 for a dessert pizza.",dessert pizza,2,1,1,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""while there\'s a decent menu, it shouldn\'t take ten minutes to get your drinks and 45 for a dessert pizza."", \n    which specific aspect of dessert pizza is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Waiting time.', 'user: \n    Given the sentence ""while there\'s a decent menu, it shouldn\'t take ten minutes to get your drinks and 45 for a dessert pizza."", , and the mentioned aspect is about Waiting time..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of dessert pizza, and why? \n    Answer without explanation.\n    ', 'assistant: Negative; because the speaker finds it excessive.', 'user:  \n    Given the sentence ""while there\'s a decent menu, it shouldn\'t take ten minutes to get your drinks and 45 for a dessert pizza."", , and the mentioned aspect is about Waiting time.., and the opinion towards the mentioned aspect of dessert pizza is: Negative; because the speaker finds it excessive..\n    Based on such opinion, what is the sentiment polarity towards dessert pizza? \n    Answer without explanation.\n    ', 'assistant: Negative.', 'user:  \n    Given the sentence ""while there\'s a decent menu, it shouldn\'t take ten minutes to get your drinks and 45 for a dessert pizza."", , and the mentioned aspect is about Waiting time.., and the opinion towards the mentioned aspect of dessert pizza is: Negative; because the speaker finds it excessive..\n    The sentiment polarity is Negative..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Negative.']"
"once we sailed, the top-notch food and live entertainment sold us on a unforgettable evening.",food,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""once we sailed, the top-notch food and live entertainment sold us on a unforgettable evening."", \n    which specific aspect of food is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Quality', 'user: \n    Given the sentence ""once we sailed, the top-notch food and live entertainment sold us on a unforgettable evening."", , and the mentioned aspect is about Quality.\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of food, and why? \n    Answer without explanation.\n    ', 'assistant: Positive\nIt\'s because ""top-notch"" typically has a positive connotation.', 'user:  \n    Given the sentence ""once we sailed, the top-notch food and live entertainment sold us on a unforgettable evening."", , and the mentioned aspect is about Quality., and the opinion towards the mentioned aspect of food is: Positive It\'s because ""top-notch"" typically has a positive connotation..\n    Based on such opinion, what is the sentiment polarity towards food? \n    Answer without explanation.\n    ', 'assistant: Positive', 'user:  \n    Given the sentence ""once we sailed, the top-notch food and live entertainment sold us on a unforgettable evening."", , and the mentioned aspect is about Quality., and the opinion towards the mentioned aspect of food is: Positive It\'s because ""top-notch"" typically has a positive connotation..\n    The sentiment polarity is Positive.\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive']"
"once we sailed, the top-notch food and live entertainment sold us on a unforgettable evening.",live entertainment,0,0,0,"['system: You are an expert of sentiment and opinion analysis.', 'user: \n    Given the sentence ""once we sailed, the top-notch food and live entertainment sold us on a unforgettable evening."", \n    which specific aspect of live entertainment is possibly mentioned? \n    Answer without explanation.\n    ', 'assistant: Music/Dance performances or Show/Event acts (general term).', 'user: \n    Given the sentence ""once we sailed, the top-notch food and live entertainment sold us on a unforgettable evening."", , and the mentioned aspect is about Music/Dance performances or Show/Event acts (general term)..\n    Based on the common sense, what is the implicit opinion towards the mentioned aspect of live entertainment, and why? \n    Answer without explanation.\n    ', 'assistant: Positive. \n\n(This is inferred because ""sold us"" typically has a positive connotation, implying that it had a strong appeal or made a good impression.)', 'user:  \n    Given the sentence ""once we sailed, the top-notch food and live entertainment sold us on a unforgettable evening."", , and the mentioned aspect is about Music/Dance performances or Show/Event acts (general term).., and the opinion towards the mentioned aspect of live entertainment is: Positive.   (This is inferred because ""sold us"" typically has a positive connotation, implying that it had a strong appeal or made a good impression.).\n    Based on such opinion, what is the sentiment polarity towards live entertainment? \n    Answer without explanation.\n    ', 'assistant: Positive.', 'user:  \n    Given the sentence ""once we sailed, the top-notch food and live entertainment sold us on a unforgettable evening."", , and the mentioned aspect is about Music/Dance performances or Show/Event acts (general term).., and the opinion towards the mentioned aspect of live entertainment is: Positive.   (This is inferred because ""sold us"" typically has a positive connotation, implying that it had a strong appeal or made a good impression.).\n    The sentiment polarity is Positive..\n    Based on these contexts, summarize and return one of the sentiment polarity word only:\n    [positive, neutral, negative.]\n    ', 'assistant: Positive.']"
